Year,Month,State,Accidents
2004,3,Pennsylvania,2
2004,4,Pennsylvania,4
2004,5,Pennsylvania,2
2004,6,Pennsylvania,1
2004,7,Pennsylvania,1
2004,8,Pennsylvania,2
2004,9,Pennsylvania,1
2004,10,Pennsylvania,2
2004,11,Pennsylvania,3
2004,12,Pennsylvania,4
2005,1,Pennsylvania,1
2005,2,Pennsylvania,4
2005,3,Pennsylvania,2
2005,4,Pennsylvania,3
2005,5,Pennsylvania,5
2005,6,Pennsylvania,3
2005,7,Pennsylvania,3
2005,8,Pennsylvania,1
2005,9,Pennsylvania,3
2005,10,Pennsylvania,4
2005,11,Pennsylvania,1
2005,12,Pennsylvania,2
2006,1,Pennsylvania,2
2006,2,Pennsylvania,0
2006,3,Pennsylvania,2
2006,4,Pennsylvania,1
2006,5,Pennsylvania,3
2006,6,Pennsylvania,5
2006,7,Pennsylvania,2
2006,8,Pennsylvania,0
2006,9,Pennsylvania,2
2006,10,Pennsylvania,8
2006,11,Pennsylvania,3
2006,12,Pennsylvania,2
2007,1,Pennsylvania,3
2007,2,Pennsylvania,0
2007,3,Pennsylvania,3
2007,4,Pennsylvania,5
2007,5,Pennsylvania,2
2007,6,Pennsylvania,2
2007,7,Pennsylvania,0
2007,8,Pennsylvania,2
2007,9,Pennsylvania,2
2007,10,Pennsylvania,0
2007,11,Pennsylvania,2
2007,12,Pennsylvania,2
2008,1,Pennsylvania,3
2008,2,Pennsylvania,4
2008,3,Pennsylvania,2
2008,4,Pennsylvania,2
2008,5,Pennsylvania,3
2008,6,Pennsylvania,1
2008,7,Pennsylvania,5
2008,8,Pennsylvania,1
2008,9,Pennsylvania,2
2008,10,Pennsylvania,2
2008,11,Pennsylvania,3
2008,12,Pennsylvania,4
2009,1,Pennsylvania,4
2009,2,Pennsylvania,1
2009,3,Pennsylvania,2
2009,4,Pennsylvania,3
2009,5,Pennsylvania,2
2009,6,Pennsylvania,0
2009,7,Pennsylvania,3
2009,8,Pennsylvania,4
2009,9,Pennsylvania,0
2009,10,Pennsylvania,1
2009,11,Pennsylvania,1
2009,12,Pennsylvania,2
2010,1,Pennsylvania,3
2010,2,Pennsylvania,2
2010,3,Pennsylvania,2
2010,4,Pennsylvania,2
2010,5,Pennsylvania,2
2010,6,Pennsylvania,4
2010,7,Pennsylvania,2
2010,8,Pennsylvania,3
2010,9,Pennsylvania,4
2010,10,Pennsylvania,2
2010,11,Pennsylvania,3
2010,12,Pennsylvania,3
2011,1,Pennsylvania,0
2011,2,Pennsylvania,2
2011,3,Pennsylvania,2
2011,4,Pennsylvania,1
2011,5,Pennsylvania,4
2011,6,Pennsylvania,0
2011,7,Pennsylvania,3
2011,8,Pennsylvania,1
2011,9,Pennsylvania,2
2011,10,Pennsylvania,1
2011,11,Pennsylvania,2
2011,12,Pennsylvania,2
2012,1,Pennsylvania,13
2012,2,Pennsylvania,8
2012,3,Pennsylvania,9
2012,4,Pennsylvania,3
2012,5,Pennsylvania,6
2012,6,Pennsylvania,2
2012,7,Pennsylvania,1
2012,8,Pennsylvania,4
2012,9,Pennsylvania,2
2012,10,Pennsylvania,1
2012,11,Pennsylvania,7
2012,12,Pennsylvania,9
2013,1,Pennsylvania,4
2013,2,Pennsylvania,4
2013,3,Pennsylvania,1
2013,4,Pennsylvania,0
2013,5,Pennsylvania,0
2013,6,Pennsylvania,2
2013,7,Pennsylvania,1
2013,8,Pennsylvania,3
2013,9,Pennsylvania,1
2013,10,Pennsylvania,2
2013,11,Pennsylvania,0
2013,12,Pennsylvania,4
2014,1,Pennsylvania,1
2014,2,Pennsylvania,1
2014,3,Pennsylvania,0
2014,4,Pennsylvania,0
2014,5,Pennsylvania,0
2014,6,Pennsylvania,1
2014,7,Pennsylvania,0
2014,8,Pennsylvania,2
2014,9,Pennsylvania,2
2014,10,Pennsylvania,1
2014,11,Pennsylvania,2
2014,12,Pennsylvania,4
2015,1,Pennsylvania,1
2015,2,Pennsylvania,1
2015,3,Pennsylvania,2
2015,4,Pennsylvania,0
2015,5,Pennsylvania,1
2015,6,Pennsylvania,1
2015,7,Pennsylvania,0
2015,8,Pennsylvania,3
2015,9,Pennsylvania,0
2015,10,Pennsylvania,0
2015,11,Pennsylvania,5
2015,12,Pennsylvania,2
2016,1,Pennsylvania,1
2016,2,Pennsylvania,2
2016,3,Pennsylvania,2
2016,4,Pennsylvania,0
2016,5,Pennsylvania,1
2016,6,Pennsylvania,2
2016,7,Pennsylvania,2
2016,8,Pennsylvania,2
2016,9,Pennsylvania,1
2016,10,Pennsylvania,1
2016,11,Pennsylvania,0
2016,12,Pennsylvania,2
2017,1,Pennsylvania,1
2017,2,Pennsylvania,0
2017,3,Pennsylvania,2
2017,4,Pennsylvania,0
2017,5,Pennsylvania,0
2017,6,Pennsylvania,3
2017,7,Pennsylvania,0
2017,8,Pennsylvania,1
2017,9,Pennsylvania,1
2017,10,Pennsylvania,2
2017,11,Pennsylvania,2
2017,12,Pennsylvania,1
2018,1,Pennsylvania,2
2018,2,Pennsylvania,2
2018,3,Pennsylvania,1
2018,4,Pennsylvania,2
2018,5,Pennsylvania,5
2018,6,Pennsylvania,3
2018,7,Pennsylvania,1
2018,8,Pennsylvania,1
2018,9,Pennsylvania,1
2018,10,Pennsylvania,1
2018,11,Pennsylvania,0
2018,12,Pennsylvania,2
2019,1,Pennsylvania,1
2019,2,Pennsylvania,1
2019,3,Pennsylvania,0
2019,4,Pennsylvania,1
2019,5,Pennsylvania,1
2019,6,Pennsylvania,1
2019,7,Pennsylvania,2
2019,8,Pennsylvania,2
2019,9,Pennsylvania,2
2019,10,Pennsylvania,0
2019,11,Pennsylvania,3
2019,12,Pennsylvania,2
2020,1,Pennsylvania,1
2020,2,Pennsylvania,0
2020,3,Pennsylvania,0
2020,4,Pennsylvania,2
2020,5,Pennsylvania,1
2020,6,Pennsylvania,0
2020,7,Pennsylvania,1
2020,8,Pennsylvania,2
2020,9,Pennsylvania,1
2020,10,Pennsylvania,2
2020,11,Pennsylvania,2
2020,12,Pennsylvania,2
1999,1,Rhode Island,0
1999,2,Rhode Island,0
1999,3,Rhode Island,0
1999,4,Rhode Island,0
1999,5,Rhode Island,0
1999,6,Rhode Island,0
1999,7,Rhode Island,0
1999,8,Rhode Island,0
1999,9,Rhode Island,0
1999,10,Rhode Island,0
1999,11,Rhode Island,0
1999,12,Rhode Island,0
2000,1,Rhode Island,0
2000,2,Rhode Island,0
2000,3,Rhode Island,0
2000,4,Rhode Island,0
2000,5,Rhode Island,0
2000,6,Rhode Island,0
2000,7,Rhode Island,0
2000,8,Rhode Island,0
2000,9,Rhode Island,0
2000,10,Rhode Island,0
2000,11,Rhode Island,0
2000,12,Rhode Island,0
2001,1,Rhode Island,0
2001,2,Rhode Island,0
2001,3,Rhode Island,0
2001,4,Rhode Island,0
2001,5,Rhode Island,0
2001,6,Rhode Island,0
2001,7,Rhode Island,0
2001,8,Rhode Island,0
2001,9,Rhode Island,0
2001,10,Rhode Island,0
2001,11,Rhode Island,0
2001,12,Rhode Island,1
2002,1,Rhode Island,0
2002,2,Rhode Island,0
2002,3,Rhode Island,0
2002,4,Rhode Island,0
2002,5,Rhode Island,0
2002,6,Rhode Island,0
2002,7,Rhode Island,0
2002,8,Rhode Island,0
2002,9,Rhode Island,0
2002,10,Rhode Island,0
2002,11,Rhode Island,0
2002,12,Rhode Island,0
2003,1,Rhode Island,0
2003,2,Rhode Island,0
2003,3,Rhode Island,0
2003,4,Rhode Island,0
2003,5,Rhode Island,0
2003,6,Rhode Island,0
2003,7,Rhode Island,0
2003,8,Rhode Island,0
2003,9,Rhode Island,0
2003,10,Rhode Island,0
2003,11,Rhode Island,0
2003,12,Rhode Island,0
2004,1,Rhode Island,0
2004,2,Rhode Island,0
2004,3,Rhode Island,0
2004,4,Rhode Island,0
2004,5,Rhode Island,0
2004,6,Rhode Island,0
2004,7,Rhode Island,0
2004,8,Rhode Island,0
2004,9,Rhode Island,0
2004,10,Rhode Island,0
2004,11,Rhode Island,0
2004,12,Rhode Island,0
2005,1,Rhode Island,0
2005,2,Rhode Island,0
2005,3,Rhode Island,1
2005,4,Rhode Island,0
2005,5,Rhode Island,0
2005,6,Rhode Island,0
2005,7,Rhode Island,0
2005,8,Rhode Island,0
2005,9,Rhode Island,0
2005,10,Rhode Island,0
2005,11,Rhode Island,0
2005,12,Rhode Island,0
2006,1,Rhode Island,0
2006,2,Rhode Island,0
2006,3,Rhode Island,0
2006,4,Rhode Island,1
2006,5,Rhode Island,0
2006,6,Rhode Island,0
2006,7,Rhode Island,0
2006,8,Rhode Island,0
2006,9,Rhode Island,0
2006,10,Rhode Island,0
2006,11,Rhode Island,0
2006,12,Rhode Island,0
2007,1,Rhode Island,0
2007,2,Rhode Island,0
2007,3,Rhode Island,0
2007,4,Rhode Island,0
2007,5,Rhode Island,0
2007,6,Rhode Island,0
2007,7,Rhode Island,0
2007,8,Rhode Island,0
2007,9,Rhode Island,0
2007,10,Rhode Island,0
2007,11,Rhode Island,0
2007,12,Rhode Island,0
2008,1,Rhode Island,0
2008,2,Rhode Island,0
2008,3,Rhode Island,1
2008,4,Rhode Island,0
2008,5,Rhode Island,0
2008,6,Rhode Island,0
2008,7,Rhode Island,0
2008,8,Rhode Island,0
2008,9,Rhode Island,0
2008,10,Rhode Island,0
2008,11,Rhode Island,0
2008,12,Rhode Island,0
2009,1,Rhode Island,0
2009,2,Rhode Island,0
2009,3,Rhode Island,0
2009,4,Rhode Island,0
2009,5,Rhode Island,0
2009,6,Rhode Island,0
2009,7,Rhode Island,0
2009,8,Rhode Island,0
2009,9,Rhode Island,0
2009,10,Rhode Island,1
2009,11,Rhode Island,0
2009,12,Rhode Island,0
2010,1,Rhode Island,0
2010,2,Rhode Island,0
2010,3,Rhode Island,0
2010,4,Rhode Island,0
2010,5,Rhode Island,0
2010,6,Rhode Island,0
2010,7,Rhode Island,0
2010,8,Rhode Island,0
2010,9,Rhode Island,0
2010,10,Rhode Island,0
2010,11,Rhode Island,0
2010,12,Rhode Island,0
2011,1,Rhode Island,0
2011,2,Rhode Island,0
2011,3,Rhode Island,0
2011,4,Rhode Island,0
2011,5,Rhode Island,0
2011,6,Rhode Island,0
2011,7,Rhode Island,0
2011,8,Rhode Island,0
2011,9,Rhode Island,0
2011,10,Rhode Island,0
2011,11,Rhode Island,0
2011,12,Rhode Island,0
2012,1,Rhode Island,0
2012,2,Rhode Island,0
2012,3,Rhode Island,0
2012,4,Rhode Island,0
2012,5,Rhode Island,0
2012,6,Rhode Island,0
2012,7,Rhode Island,0
2012,8,Rhode Island,0
2012,9,Rhode Island,0
2012,10,Rhode Island,0
2012,11,Rhode Island,0
2012,12,Rhode Island,0
2013,1,Rhode Island,1
2013,2,Rhode Island,0
2013,3,Rhode Island,0
2013,4,Rhode Island,0
2013,5,Rhode Island,0
2013,6,Rhode Island,0
2013,7,Rhode Island,0
2013,8,Rhode Island,0
2013,9,Rhode Island,0
2013,10,Rhode Island,0
2013,11,Rhode Island,0
2013,12,Rhode Island,0
2014,1,Rhode Island,0
2014,2,Rhode Island,0
2014,3,Rhode Island,0
2014,4,Rhode Island,0
2014,5,Rhode Island,0
2014,6,Rhode Island,0
2014,7,Rhode Island,0
2014,8,Rhode Island,0
2014,9,Rhode Island,0
2014,10,Rhode Island,0
2014,11,Rhode Island,0
2014,12,Rhode Island,0
2015,1,Rhode Island,0
2015,2,Rhode Island,0
2015,3,Rhode Island,0
2015,4,Rhode Island,0
2015,5,Rhode Island,0
2015,6,Rhode Island,0
2015,7,Rhode Island,1
2015,8,Rhode Island,0
2015,9,Rhode Island,0
2015,10,Rhode Island,0
2015,11,Rhode Island,0
2015,12,Rhode Island,0
2016,1,Rhode Island,0
2016,2,Rhode Island,0
2016,3,Rhode Island,0
2016,4,Rhode Island,0
2016,5,Rhode Island,0
2016,6,Rhode Island,0
2016,7,Rhode Island,0
2016,8,Rhode Island,0
2016,9,Rhode Island,0
2016,10,Rhode Island,0
2016,11,Rhode Island,0
2016,12,Rhode Island,0
2017,1,Rhode Island,0
2017,2,Rhode Island,0
2017,3,Rhode Island,0
2017,4,Rhode Island,0
2017,5,Rhode Island,0
2017,6,Rhode Island,0
2017,7,Rhode Island,0
2017,8,Rhode Island,0
2017,9,Rhode Island,0
2017,10,Rhode Island,0
2017,11,Rhode Island,0
2017,12,Rhode Island,0
2018,1,Rhode Island,0
2018,2,Rhode Island,0
2018,3,Rhode Island,0
2018,4,Rhode Island,0
2018,5,Rhode Island,0
2018,6,Rhode Island,0
2018,7,Rhode Island,0
2018,8,Rhode Island,0
2018,9,Rhode Island,0
2018,10,Rhode Island,0
2018,11,Rhode Island,0
2018,12,Rhode Island,0
2019,1,Rhode Island,0
2019,2,Rhode Island,0
2019,3,Rhode Island,0
2019,4,Rhode Island,0
2019,5,Rhode Island,0
2019,6,Rhode Island,0
2019,7,Rhode Island,0
2019,8,Rhode Island,0
2019,9,Rhode Island,1
2019,10,Rhode Island,1
2019,11,Rhode Island,0
2019,12,Rhode Island,0
2020,1,Rhode Island,0
2020,2,Rhode Island,0
2020,3,Rhode Island,0
2020,4,Rhode Island,0
2020,5,Rhode Island,0
2020,6,Rhode Island,0
2020,7,Rhode Island,1
2020,8,Rhode Island,0
2020,9,Rhode Island,0
2020,10,Rhode Island,0
2020,11,Rhode Island,0
2020,12,Rhode Island,0
1999,1,South Carolina,3
1999,2,South Carolina,3
1999,3,South Carolina,1
1999,4,South Carolina,4
1999,5,South Carolina,5
1999,6,South Carolina,2
1999,7,South Carolina,0
1999,8,South Carolina,3
1999,9,South Carolina,2
1999,10,South Carolina,1
1999,11,South Carolina,5
1999,12,South Carolina,1
2000,1,South Carolina,6
2000,2,South Carolina,1
2000,3,South Carolina,0
2000,4,South Carolina,0
2000,5,South Carolina,0
2000,6,South Carolina,3
2000,7,South Carolina,1
2000,8,South Carolina,2
2000,9,South Carolina,1
2000,10,South Carolina,1
2000,11,South Carolina,1
2000,12,South Carolina,2
2001,1,South Carolina,1
2001,2,South Carolina,0
2001,3,South Carolina,1
2001,4,South Carolina,1
2001,5,South Carolina,0
2001,6,South Carolina,2
2001,7,South Carolina,0
2001,8,South Carolina,4
2001,9,South Carolina,3
2001,10,South Carolina,0
2001,11,South Carolina,3
2001,12,South Carolina,2
2002,1,South Carolina,4
2002,2,South Carolina,4
2002,3,South Carolina,0
2002,4,South Carolina,3
2002,5,South Carolina,2
2002,6,South Carolina,1
2002,7,South Carolina,1
2002,8,South Carolina,0
2002,9,South Carolina,4
2002,10,South Carolina,5
2002,11,South Carolina,6
2002,12,South Carolina,1
2003,1,South Carolina,5
2003,2,South Carolina,0
2003,3,South Carolina,0
2003,4,South Carolina,0
2003,5,South Carolina,1
2003,6,South Carolina,1
2003,7,South Carolina,4
2003,8,South Carolina,3
2003,9,South Carolina,0
2003,10,South Carolina,1
2003,11,South Carolina,3
2003,12,South Carolina,6
2004,1,South Carolina,0
2004,2,South Carolina,3
2004,3,South Carolina,1
2004,4,South Carolina,0
2004,5,South Carolina,0
2004,6,South Carolina,3
2004,7,South Carolina,1
2004,8,South Carolina,0
2004,9,South Carolina,1
2004,10,South Carolina,3
2004,11,South Carolina,1
2004,12,South Carolina,4
2005,1,South Carolina,3
2005,2,South Carolina,0
2005,3,South Carolina,0
2005,4,South Carolina,3
2005,5,South Carolina,4
2005,6,South Carolina,3
2005,7,South Carolina,0
2005,8,South Carolina,6
2005,9,South Carolina,2
2005,10,South Carolina,2
2005,11,South Carolina,5
2005,12,South Carolina,6
2006,1,South Carolina,1
2006,2,South Carolina,3
2006,3,South Carolina,2
2006,4,South Carolina,1
2006,5,South Carolina,2
2006,6,South Carolina,2
2006,7,South Carolina,0
2006,8,South Carolina,2
2006,9,South Carolina,0
2006,10,South Carolina,2
2006,11,South Carolina,0
2006,12,South Carolina,2
2007,1,South Carolina,2
2007,2,South Carolina,1
2007,3,South Carolina,1
2007,4,South Carolina,4
2007,5,South Carolina,0
2007,6,South Carolina,1
2007,7,South Carolina,1
2007,8,South Carolina,1
2007,9,South Carolina,0
2007,10,South Carolina,0
2007,11,South Carolina,2
2007,12,South Carolina,1
2008,1,South Carolina,1
2008,2,South Carolina,0
2008,3,South Carolina,0
2008,4,South Carolina,1
2008,5,South Carolina,0
2008,6,South Carolina,1
2008,7,South Carolina,0
2008,8,South Carolina,5
2008,9,South Carolina,1
2008,10,South Carolina,2
2008,11,South Carolina,3
2008,12,South Carolina,0
2009,1,South Carolina,1
2009,2,South Carolina,2
2009,3,South Carolina,0
2009,4,South Carolina,1
2009,5,South Carolina,0
2009,6,South Carolina,3
2009,7,South Carolina,4
2009,8,South Carolina,1
2009,9,South Carolina,0
2009,10,South Carolina,2
2009,11,South Carolina,2
2009,12,South Carolina,1
2010,1,South Carolina,4
2010,2,South Carolina,4
2010,3,South Carolina,0
2010,4,South Carolina,2
2010,5,South Carolina,1
2010,6,South Carolina,0
2010,7,South Carolina,4
2010,8,South Carolina,1
2010,9,South Carolina,1
2010,10,South Carolina,0
2010,11,South Carolina,1
2010,12,South Carolina,2
2011,1,South Carolina,1
2011,2,South Carolina,3
2011,3,South Carolina,2
2011,4,South Carolina,3
2011,5,South Carolina,3
2011,6,South Carolina,2
2011,7,South Carolina,0
2011,8,South Carolina,1
2011,9,South Carolina,1
2011,10,South Carolina,1
2011,11,South Carolina,0
2011,12,South Carolina,0
2012,1,South Carolina,2
2012,2,South Carolina,1
2012,3,South Carolina,1
2012,4,South Carolina,2
2012,5,South Carolina,1
2012,6,South Carolina,2
2012,7,South Carolina,4
2012,8,South Carolina,1
2012,9,South Carolina,3
2012,10,South Carolina,1
2012,11,South Carolina,4
2012,12,South Carolina,4
2013,1,South Carolina,3
2013,2,South Carolina,1
2013,3,South Carolina,0
2013,4,South Carolina,1
2013,5,South Carolina,0
2013,6,South Carolina,1
2013,7,South Carolina,1
2013,8,South Carolina,2
2013,9,South Carolina,2
2013,10,South Carolina,0
2013,11,South Carolina,1
2013,12,South Carolina,3
2014,1,South Carolina,0
2014,2,South Carolina,3
2014,3,South Carolina,1
2014,4,South Carolina,0
2014,5,South Carolina,1
2014,6,South Carolina,2
2014,7,South Carolina,1
2014,8,South Carolina,0
2014,9,South Carolina,1
2014,10,South Carolina,1
2014,11,South Carolina,0
2014,12,South Carolina,3
2015,1,South Carolina,2
2015,2,South Carolina,0
2015,3,South Carolina,1
2015,4,South Carolina,0
2015,5,South Carolina,1
2015,6,South Carolina,0
2015,7,South Carolina,0
2015,8,South Carolina,0
2015,9,South Carolina,0
2015,10,South Carolina,3
2015,11,South Carolina,2
2015,12,South Carolina,3
2016,1,South Carolina,1
2016,2,South Carolina,0
2016,3,South Carolina,1
2016,4,South Carolina,3
2016,5,South Carolina,0
2016,6,South Carolina,2
2016,7,South Carolina,1
2016,8,South Carolina,2
2016,9,South Carolina,5
2016,10,South Carolina,3
2016,11,South Carolina,2
2016,12,South Carolina,2
2017,1,South Carolina,1
2017,2,South Carolina,1
2017,3,South Carolina,1
2017,4,South Carolina,0
2017,5,South Carolina,2
2017,6,South Carolina,3
2017,7,South Carolina,3
2017,8,South Carolina,1
2017,9,South Carolina,1
2017,10,South Carolina,0
2017,11,South Carolina,1
2017,12,South Carolina,1
2018,1,South Carolina,5
2018,2,South Carolina,2
2018,3,South Carolina,0
2018,4,South Carolina,0
2018,5,South Carolina,2
2018,6,South Carolina,1
2018,7,South Carolina,0
2018,8,South Carolina,0
2018,9,South Carolina,1
2018,10,South Carolina,3
2018,11,South Carolina,2
2018,12,South Carolina,2
2019,1,South Carolina,1
2019,2,South Carolina,3
2019,3,South Carolina,2
2019,4,South Carolina,3
2019,5,South Carolina,0
2019,6,South Carolina,2
2019,7,South Carolina,1
2019,8,South Carolina,1
2019,9,South Carolina,0
2019,10,South Carolina,0
2019,11,South Carolina,2
2019,12,South Carolina,1
2020,1,South Carolina,3
2020,2,South Carolina,4
2020,3,South Carolina,1
2020,4,South Carolina,1
2020,5,South Carolina,2
2020,6,South Carolina,0
2020,7,South Carolina,4
2020,8,South Carolina,0
2020,9,South Carolina,4
2020,10,South Carolina,2
2020,11,South Carolina,2
2020,12,South Carolina,0
1999,1,South Dakota,1
1999,2,South Dakota,0
1999,3,South Dakota,0
1999,4,South Dakota,0
1999,5,South Dakota,1
1999,6,South Dakota,0
1999,7,South Dakota,1
1999,8,South Dakota,0
1999,9,South Dakota,0
1999,10,South Dakota,0
1999,11,South Dakota,1
1999,12,South Dakota,0
2000,1,South Dakota,1
2000,2,South Dakota,0
2000,3,South Dakota,0
2000,4,South Dakota,1
2000,5,South Dakota,0
2000,6,South Dakota,0
2000,7,South Dakota,0
2000,8,South Dakota,0
2000,9,South Dakota,0
2000,10,South Dakota,1
2000,11,South Dakota,1
2000,12,South Dakota,0
2001,1,South Dakota,0
2001,2,South Dakota,0
2001,3,South Dakota,1
2001,4,South Dakota,0
2001,5,South Dakota,0
2001,6,South Dakota,1
2001,7,South Dakota,1
2001,8,South Dakota,0
2001,9,South Dakota,0
2001,10,South Dakota,0
2001,11,South Dakota,0
2001,12,South Dakota,0
2002,1,South Dakota,0
2002,2,South Dakota,0
2002,3,South Dakota,1
2002,4,South Dakota,0
2002,5,South Dakota,0
2002,6,South Dakota,0
2002,7,South Dakota,0
2002,8,South Dakota,1
2002,9,South Dakota,0
2002,10,South Dakota,2
2002,11,South Dakota,1
2002,12,South Dakota,0
2003,1,South Dakota,0
2003,2,South Dakota,1
2003,3,South Dakota,0
2003,4,South Dakota,1
2003,5,South Dakota,0
2003,6,South Dakota,0
2003,7,South Dakota,1
2003,8,South Dakota,1
2003,9,South Dakota,0
2003,10,South Dakota,1
2003,11,South Dakota,1
2003,12,South Dakota,1
2004,1,South Dakota,0
2004,2,South Dakota,0
2004,3,South Dakota,1
2004,4,South Dakota,0
2004,5,South Dakota,0
2004,6,South Dakota,0
2004,7,South Dakota,0
2004,8,South Dakota,1
2004,9,South Dakota,1
2004,10,South Dakota,1
2004,11,South Dakota,0
2004,12,South Dakota,2
2005,1,South Dakota,1
2005,2,South Dakota,0
2005,3,South Dakota,0
2005,4,South Dakota,0
2005,5,South Dakota,0
2005,6,South Dakota,0
2005,7,South Dakota,0
2005,8,South Dakota,0
2005,9,South Dakota,0
2005,10,South Dakota,0
2005,11,South Dakota,2
2005,12,South Dakota,1
2006,1,South Dakota,0
2006,2,South Dakota,0
2006,3,South Dakota,0
2006,4,South Dakota,0
2006,5,South Dakota,0
2006,6,South Dakota,0
2006,7,South Dakota,0
2006,8,South Dakota,1
2006,9,South Dakota,0
2006,10,South Dakota,1
2006,11,South Dakota,0
2006,12,South Dakota,0
2007,1,South Dakota,1
2007,2,South Dakota,0
2007,3,South Dakota,0
2007,4,South Dakota,0
2007,5,South Dakota,0
2007,6,South Dakota,0
2007,7,South Dakota,0
2007,8,South Dakota,1
2007,9,South Dakota,0
2007,10,South Dakota,0
2007,11,South Dakota,0
2007,12,South Dakota,0
2008,1,South Dakota,0
2008,2,South Dakota,0
2008,3,South Dakota,0
2008,4,South Dakota,0
2008,5,South Dakota,1
2008,6,South Dakota,0
2008,7,South Dakota,1
2008,8,South Dakota,0
2008,9,South Dakota,0
2008,10,South Dakota,0
2008,11,South Dakota,1
2008,12,South Dakota,1
2009,1,South Dakota,0
2009,2,South Dakota,0
2009,3,South Dakota,0
2009,4,South Dakota,0
2009,5,South Dakota,1
2009,6,South Dakota,0
2009,7,South Dakota,0
2009,8,South Dakota,0
2009,9,South Dakota,0
2009,10,South Dakota,2
2009,11,South Dakota,1
2009,12,South Dakota,0
2010,1,South Dakota,0
2010,2,South Dakota,0
2010,3,South Dakota,2
2010,4,South Dakota,0
2010,5,South Dakota,0
2010,6,South Dakota,0
2010,7,South Dakota,0
2010,8,South Dakota,0
2010,9,South Dakota,0
2010,10,South Dakota,1
2010,11,South Dakota,0
2010,12,South Dakota,1
2011,1,South Dakota,0
2011,2,South Dakota,0
2011,3,South Dakota,0
2011,4,South Dakota,0
2011,5,South Dakota,0
2011,6,South Dakota,0
2011,7,South Dakota,0
2011,8,South Dakota,0
2011,9,South Dakota,1
2011,10,South Dakota,0
2011,11,South Dakota,0
2011,12,South Dakota,0
2012,1,South Dakota,2
2012,2,South Dakota,0
2012,3,South Dakota,0
2012,4,South Dakota,0
2012,5,South Dakota,0
2012,6,South Dakota,0
2012,7,South Dakota,0
2012,8,South Dakota,0
2012,9,South Dakota,0
2012,10,South Dakota,0
2012,11,South Dakota,0
2012,12,South Dakota,0
2013,1,South Dakota,0
2013,2,South Dakota,0
2013,3,South Dakota,0
2013,4,South Dakota,0
2013,5,South Dakota,0
2013,6,South Dakota,0
2013,7,South Dakota,0
2013,8,South Dakota,0
2013,9,South Dakota,0
2013,10,South Dakota,0
2013,11,South Dakota,1
2013,12,South Dakota,0
2014,1,South Dakota,0
2014,2,South Dakota,0
2014,3,South Dakota,1
2014,4,South Dakota,1
2014,5,South Dakota,0
2014,6,South Dakota,0
2014,7,South Dakota,0
2014,8,South Dakota,0
2014,9,South Dakota,0
2014,10,South Dakota,0
2014,11,South Dakota,0
2014,12,South Dakota,0
2015,1,South Dakota,0
2015,2,South Dakota,1
2015,3,South Dakota,1
2015,4,South Dakota,0
2015,5,South Dakota,1
2015,6,South Dakota,0
2015,7,South Dakota,0
2015,8,South Dakota,0
2015,9,South Dakota,0
2015,10,South Dakota,0
2015,11,South Dakota,1
2015,12,South Dakota,1
2016,1,South Dakota,1
2016,2,South Dakota,0
2016,3,South Dakota,1
2016,4,South Dakota,1
2016,5,South Dakota,0
2016,6,South Dakota,0
2016,7,South Dakota,0
2016,8,South Dakota,0
2016,9,South Dakota,0
2016,10,South Dakota,0
2016,11,South Dakota,2
2016,12,South Dakota,0
2017,1,South Dakota,0
2017,2,South Dakota,0
2017,3,South Dakota,0
2017,4,South Dakota,1
2017,5,South Dakota,0
2017,6,South Dakota,0
2017,7,South Dakota,0
2017,8,South Dakota,0
2017,9,South Dakota,0
2017,10,South Dakota,0
2017,11,South Dakota,1
2017,12,South Dakota,0
2018,1,South Dakota,2
2018,2,South Dakota,1
2018,3,South Dakota,1
2018,4,South Dakota,0
2018,5,South Dakota,1
2018,6,South Dakota,1
2018,7,South Dakota,1
2018,8,South Dakota,0
2018,9,South Dakota,0
2018,10,South Dakota,0
2018,11,South Dakota,0
2018,12,South Dakota,0
2019,1,South Dakota,0
2019,2,South Dakota,0
2019,3,South Dakota,0
2019,4,South Dakota,0
2019,5,South Dakota,0
2019,6,South Dakota,0
2019,7,South Dakota,0
2019,8,South Dakota,0
2019,9,South Dakota,1
2019,10,South Dakota,0
2019,11,South Dakota,1
2019,12,South Dakota,0
2020,1,South Dakota,0
2020,2,South Dakota,0
2020,3,South Dakota,0
2020,4,South Dakota,0
2020,5,South Dakota,0
2020,6,South Dakota,0
2020,7,South Dakota,0
2020,8,South Dakota,2
2020,9,South Dakota,0
2020,10,South Dakota,0
2020,11,South Dakota,1
2020,12,South Dakota,1
1999,1,Tennessee,2
1999,2,Tennessee,5
1999,3,Tennessee,2
1999,4,Tennessee,1
1999,5,Tennessee,3
1999,6,Tennessee,3
1999,7,Tennessee,4
1999,8,Tennessee,5
1999,9,Tennessee,2
1999,10,Tennessee,6
1999,11,Tennessee,7
1999,12,Tennessee,7
2000,1,Tennessee,3
2000,2,Tennessee,3
2000,3,Tennessee,2
2000,4,Tennessee,3
2000,5,Tennessee,3
2000,6,Tennessee,2
2000,7,Tennessee,4
2000,8,Tennessee,5
2000,9,Tennessee,2
2000,10,Tennessee,2
2000,11,Tennessee,4
2000,12,Tennessee,11
2001,1,Tennessee,2
2001,2,Tennessee,5
2001,3,Tennessee,4
2001,4,Tennessee,4
2001,5,Tennessee,4
2001,6,Tennessee,4
